query,hint,latency_postgresql_seconds
3a/3a760.sql,hint20,14.958075000000001
11b/71398aa125d2d04d3975669e1af562cea1009c1c.sql,hint38,207.94403400000002
8a/8a459.sql,hint9,103.34638000000001
2a/2a200.sql,hint15,1421.368289
3b/d03ea924b96c2f54319305845fbe89ad609a42de.sql,hint42,1.491302
6a/6a499.sql,hint26,11.029808000000001
5a/5a925.sql,hint11,41.355447999999996
8a/8a434.sql,hint3,54.749075
2b/2b370.sql,hint45,0.875577
8a/8a11.sql,hint47,21.794173999999998
9b/16633617d7d2e0634675065094d26e8244c8f38a.sql,hint7,2.178107
1a/1a2686.sql,hint48,10.092707
3a/3a879.sql,hint5,10.296426
3a/3a729.sql,hint34,18.349003
1a/1a2855.sql,hint21,0.144936
2b/2b284.sql,hint42,0.520048
1a/1a2824.sql,hint31,55.937185
1a/1a2771.sql,hint48,5.522988000000001
2b/2b68.sql,hint34,15.971701
1a/1a1111.sql,hint16,32.449940999999995
11b/40a1cc5d220f4a9f94468ff24e3f5a0e6d02791c.sql,hint46,9.941957
2b/2b307.sql,hint10,1.7728
1a/1a692.sql,hint11,9.677893
2c/2c92.sql,hint23,24.291078000000002
1a/1a319.sql,hint8,30.191442
8a/8a186.sql,hint18,56.060951
10a/324e3fd75ee59f193996fc164bab8420b53ceb4f.sql,hint48,2.208222
8a/8a416.sql,hint18,197.943762
9a/b8f034f598a177fe1c67a70e796b10079db42fc5.sql,hint20,16.452615
2b/2b120.sql,hint43,54.775277
8a/8a88.sql,hint43,10.61017
7a/7a153.sql,hint13,0.459641
1a/1a2912.sql,hint2,24.61925
8a/8a389.sql,hint4,0.810557
6a/6a35.sql,hint22,3.134671
1a/1a129.sql,hint3,28.342080999999997
9b/0cb72a99f4e025509ccbf1856f345eb5eded35f9.sql,hint22,4.917993999999999
2b/2b34.sql,hint30,0.28250200000000003
5a/5a613.sql,hint21,4.08613
8a/8a133.sql,hint37,24.779487
8a/8a25.sql,hint18,25.083329000000003
9a/0230122a8a37d38608ed173e08f104f8518f912b.sql,hint13,2.479123
2b/2b395.sql,hint17,29.70638
2c/2c130.sql,hint46,1.082434
2c/2c57.sql,hint9,1.7234770000000001
11a/68cef2c69feff45d42feeb1edc4bd9bc27b48b78.sql,hint3,11.821192
1a/1a2215.sql,hint27,12.449843999999999
2a/2a412.sql,hint41,134.01707399999998
2a/2a135.sql,hint7,7.1792430000000005
11b/94dfec0a5dfee6c9afb6588882bd5043f4cc62b8.sql,hint26,63.277658
3b/2e0d352905a0cbf85381d5f91c3d5ff984a913a7.sql,hint12,6.567879
2b/2b338.sql,hint25,21.352742
8a/8a163.sql,hint7,4.576304
8a/8a90.sql,hint15,5.730357
9a/2c69c2ed31707a00b36d393d09f6b0dfda51a3b1.sql,hint14,7.865145999999999
6a/6a453.sql,hint6,4.9843720000000005
2a/2a594.sql,hint27,12.886172
1a/1a63.sql,hint30,4.227683
3a/3a561.sql,hint27,6.368942
9b/68b705617d5ffa4a6a2b89c98614e0cda862a136.sql,hint20,7.1780870000000006
2c/2c266.sql,hint41,0.676568
2a/2a720.sql,hint14,0.35099400000000003
2a/2a316.sql,hint23,27.52651
1a/1a2860.sql,hint1,2.16982
9a/76654b2350bee2e45069cf9d71d9a03bf5bfcded.sql,hint24,9.180473
9b/ea21c8023228f71ad83eefacec5951e8b3da62a4.sql,hint30,0.371072
9b/94e4178548fd22fe53b0a57d1b3df2670d344397.sql,hint11,2.55859
9b/f0d26b3eaa05bc4a56501495d0bf94913a34cb36.sql,no_hint,1.288844
2a/2a283.sql,hint35,0.6325919999999999
8a/8a396.sql,hint36,376.63245
9a/e4a793b10e153fbb9029ee1ac9d0245afe6dd578.sql,hint42,10.036365
8a/8a396.sql,hint31,179.026162
8a/8a460.sql,hint33,55.033364
2a/2a67.sql,hint24,5.363674
2c/2c70.sql,hint45,0.27883800000000003
2b/2b215.sql,hint48,0.7559560000000001
9b/1b0927167ea97efe870a3abdb47a2675ce9c4e13.sql,hint48,4.2892600000000005
8a/8a398.sql,hint22,1.865075
10a/84163cb3e8942d140459775ed4dda56dcceaaef7.sql,hint23,5.868991
2b/2b412.sql,hint45,10.603826999999999
3a/3a223.sql,hint17,6.572192
1a/1a1522.sql,hint2,36.246788
2b/2b210.sql,hint19,1.8062799999999999
1a/1a359.sql,hint23,34.86768
11a/d4f136dcb2daf21a1d189471caba99fe436854d6.sql,hint41,3.532875
8a/8a122.sql,hint41,7.590655
9a/aa7f2715b32f9b86cf3133c7b84eaa23a5741627.sql,hint47,25.410529999999998
2a/2a645.sql,hint21,6.389357
11b/402032bd55f20803a52faf9f4ed80e0c0e01805b.sql,hint46,0.6256459999999999
9a/d15aa981cca3c4db6c8a782795b7e25e4fa7106b.sql,hint22,8.811582
2a/2a458.sql,hint37,34.811800000000005
2c/2c43.sql,hint17,21.247310000000002
8a/8a156.sql,hint14,4.531864
1a/1a2692.sql,hint31,55.495589
9a/3e43f31bf83a6037ddef710390708751ce2fe984.sql,hint9,3.513904
8a/8a44.sql,hint11,13.708461999999999
11b/0c394ec452f81537eb30f24cfdf9bffcfb453a1d.sql,hint8,7.739013
1a/1a2722.sql,hint28,37.609347
1a/1a1255.sql,hint1,10.578484
2a/2a610.sql,hint12,13.349956
11a/7096eaf5ca1b9e384a1185574f18bede33d166d4.sql,hint2,8.559751
2a/2a517.sql,hint47,35.910205999999995
1a/1a2688.sql,hint7,0.282695
2c/2c248.sql,hint38,2.3603180000000004
2c/2c70.sql,hint14,0.319378
6a/6a362.sql,hint29,0.7562340000000001
11b/32526a59fc89a997b79988744bae9bf250ca6d44.sql,hint21,6.045984000000001
8a/8a310.sql,hint9,3.025569
9a/d3b6143ecbe3cd093947c1ede35ab2bab76c6dd2.sql,hint6,2.66373
4a/4a144.sql,hint24,0.07805500000000001
3a/3a414.sql,hint28,12.551539
11b/d15056ad3e7bb9f3abcc4659c67725ffc2269d22.sql,hint1,1.373016
2a/2a600.sql,hint27,12.174281
9a/196355cdba0bba3bc7ae99c9716c0191a47592f0.sql,hint10,8.289299999999999
2b/2b473.sql,hint44,1.649766
6a/6a210.sql,hint47,14.258175999999999
9b/4ef32a982069c64dd8605db53070bde5be0084e2.sql,hint45,0.295813
6a/6a439.sql,hint46,31.516533
1a/1a2511.sql,hint2,28.797051
7a/7a125.sql,hint43,12.24887
1a/1a2129.sql,hint24,0.128988
11a/c546c29cd61b0882063ae15eccb7a9fa23611174.sql,hint21,27.119711
1a/1a2117.sql,hint13,0.802797
11a/dddd784e3f736e8951e2279587464ea35991297c.sql,hint46,6.90769
11a/15d6d2a03e2ea92ab77ca9470576b0988c52283a.sql,hint8,10.449941999999998
5a/5a805.sql,hint32,0.26461900000000005
11a/c599784b7868b56de09d8697f84e14ae1cdac167.sql,hint31,18.568859
1a/1a66.sql,hint5,24.534065
3a/3a1382.sql,hint48,0.12809299999999998
11b/39587a2f083e98f394cc1211932efb323f6751cd.sql,hint24,2.710309
1a/1a331.sql,hint6,1.216492
3b/04b6b36f9c1af1ae11882ef073addd71c5c5cdbc.sql,hint38,1.617649
8a/8a350.sql,hint16,5.397100999999999
2a/2a4.sql,hint27,22.489955000000002
1a/1a1007.sql,hint43,43.235031
5a/5a930.sql,hint14,0.700105
2a/2a332.sql,hint3,21.588291
9b/fc59330168084ff4623cd70ad2a6313543916d07.sql,hint35,1.317445
2a/2a572.sql,hint39,1.990522
9b/6f6e59f42dad87b5ba33f5f6210aeb322bc37a61.sql,hint8,11.490174999999999
2c/2c232.sql,hint7,0.338127
10a/33319ceeb6beed30f61d1f69ce3e6166bec60f20.sql,hint7,0.6123959999999999
9a/b8f034f598a177fe1c67a70e796b10079db42fc5.sql,hint40,23.188779999999998
1a/1a1972.sql,hint18,2.155528
2b/2b411.sql,hint2,30.539608
8a/8a179.sql,hint8,8.124265000000001
2b/2b256.sql,hint12,33.281991000000005
9a/78fc39ab48d6764c2aa3df52f1c75f97c3e88c08.sql,hint17,11.984517
11b/2a21969177ab8909d5b54536b52b519ae34d6c71.sql,hint17,11.694735000000001
8a/8a395.sql,hint36,7.267224000000001
2a/2a357.sql,no_hint,19.630993
11b/a815a1a5886747462e44ddb89830d51f208e574a.sql,hint36,1.383307
4a/4a391.sql,hint31,14.932201
2a/2a591.sql,hint22,0.191802
2b/2b282.sql,hint15,8.835336999999999
1a/1a2872.sql,hint20,20.171661
2b/2b8.sql,hint10,0.5306369999999999
2a/2a423.sql,hint3,37.370559
9a/e50df2e84dafb8ed1516fb19315512ef14fe3bef.sql,hint2,70.86305800000001
6a/6a240.sql,hint22,14.658609
1a/1a1699.sql,hint22,1.25615
8a/8a318.sql,hint42,2.220046
2a/2a451.sql,hint22,0.143803
11a/ce47fda6e2ff4d391b89d38efb3285e5daee069a.sql,hint4,6.938193
2a/2a512.sql,hint43,116.359395
1a/1a2231.sql,hint8,31.526772
11a/c610b1f39c13299314b08742d6af92b266f8129a.sql,hint13,2.134169
1a/1a2299.sql,hint26,8.242751
2a/2a540.sql,hint30,3.149046
2c/2c287.sql,hint4,1.705908
2a/2a836.sql,hint32,0.5472039999999999
2c/2c255.sql,hint36,0.266668
9a/ae7227d8bdd334fc4141c17ad607a71eebc5464f.sql,hint35,7.412387
2a/2a508.sql,hint10,0.292217
5a/5a940.sql,hint39,15.117895
9a/3df997dccc092b716e87a2ebbe7cfe87650ca4ef.sql,hint41,2.1053159999999997
8a/8a36.sql,hint16,5.426398
8a/8a163.sql,hint29,11.661965
11a/65ef9db6268ac383eaac4bc0f1c18e51bfc54069.sql,hint9,2.902723
8a/8a464.sql,hint6,51.980578
1a/1a2972.sql,hint29,0.814053
8a/8a250.sql,hint42,2.587147
11b/40a1cc5d220f4a9f94468ff24e3f5a0e6d02791c.sql,no_hint,8.743323
1a/1a997.sql,hint4,3.6651089999999997
8a/8a389.sql,hint9,0.6264930000000001
2a/2a232.sql,hint25,14.072581
10a/d2726458dc91477ccdba4fe340595804aa47ca7a.sql,hint29,0.411242
2a/2a394.sql,hint2,66.318346
9a/a8ab1a75f1788917724892d8921fc63a74032b6e.sql,hint20,6.157862
3b/1ee61486c494a477356980b1a685be60cc0daf65.sql,hint34,2.529077
1a/1a200.sql,hint32,9.719292
11a/a6f27e456f50538fac3f2e2560ce9abf3924d6fe.sql,hint23,6.109479
2a/2a189.sql,hint39,0.797846
2a/2a408.sql,hint42,21.97635
5a/5a932.sql,hint4,0.219364
11a/3926dbe8e4f85e3058785cb3446db5cbec995eff.sql,hint36,0.43126
2b/2b230.sql,hint12,25.098281
2a/2a900.sql,hint15,15.673873
9b/a08a2e3bb2de3b62bba544c7ce5033f61cb2f554.sql,hint13,0.36166000000000004
10a/b51731cf537e4b0a47ec96f2cc159f067ab03f8a.sql,hint14,12.622005
2a/2a303.sql,hint40,28.076801
6a/6a454.sql,hint43,10.642977
2a/2a668.sql,hint10,1.146617
8a/8a457.sql,hint30,7.469430999999999
1a/1a2837.sql,hint24,1.334991
9b/28058adf68a710a6c2aed02bc5f9b1519ab7618e.sql,hint21,2.4155729999999997
9b/8862f19b800e1412b1c14fcf830a1a550cbbc874.sql,hint12,7.127915
2a/2a550.sql,hint25,17.249721
9a/aa7f2715b32f9b86cf3133c7b84eaa23a5741627.sql,hint2,19.18696
2a/2a524.sql,hint15,14.884164
9a/7b1fde8c654bd1724fe51ec7cf67f6fc52d43226.sql,hint4,15.598628000000001
2a/2a627.sql,hint31,109.628868
2b/2b307.sql,hint29,0.115575
2b/2b409.sql,hint21,10.233585999999999
2b/2b330.sql,hint5,36.045192
8a/8a391.sql,hint41,19.709683000000002
11b/2b56995d281fc6e76e6c5f0f80c3d36c06464d73.sql,hint3,10.102017
2b/2b282.sql,hint6,0.623733
3a/3a1348.sql,hint5,4.102915
1a/1a208.sql,hint33,0.529944
3a/3a519.sql,hint43,9.808409
1a/1a2900.sql,hint17,30.90767
2a/2a213.sql,hint38,53.656463
6a/6a284.sql,hint18,1.834958
9b/01ace30cc72300c82d9aa5d7eefe3667fbc41e28.sql,hint16,11.363474
1a/1a2531.sql,hint10,0.367099
9a/f5967535fa4e43f43e047bb7585b38af444a9afb.sql,hint10,4.400144
2a/2a868.sql,hint37,101.647373
1a/1a2799.sql,hint27,13.324072
11b/01aaf4425e1e401959b8f3ba6b825eeb8f5e4f1d.sql,hint48,51.407379999999996
3a/3a1188.sql,hint31,15.225337
8a/8a94.sql,hint19,8.856508
11b/eba066d38f1c899562fe42b4a388c6973eb876e2.sql,hint11,0.7092229999999999
3a/3a1369.sql,hint17,6.346483
1a/1a1678.sql,hint35,3.528406
2c/2c72.sql,hint13,0.311952
11a/83ef4dc720946552d6f8ba8389cde4998ad7d05b.sql,hint12,10.97951
3a/3a438.sql,hint12,6.953054
1a/1a2041.sql,hint5,22.761367999999997
1a/1a130.sql,hint47,44.949929
9a/dd6a8941f3207031a0875a974d43a5034c8749cc.sql,hint9,11.19858
2a/2a455.sql,hint25,15.157665999999999
11a/37cf5c6cf720d34108bcb32255c3c697c63e7eb4.sql,hint38,170.04970300000002
8a/8a119.sql,hint23,7.0962250000000004
11b/94dfec0a5dfee6c9afb6588882bd5043f4cc62b8.sql,hint43,18.900033999999998
3b/9d746231c5ea5f59cf89f35987edffaca345b7ed.sql,hint18,5.115103
2b/2b440.sql,hint33,1.6260299999999999
2a/2a356.sql,hint32,4.225566
11b/97822dc92ca9849dd79f0d74c96f9babe74a5d07.sql,hint18,5.033823999999999
3b/86c842f70e15bc6119191abe16ca0c8e86b677bb.sql,hint4,4.448865
8a/8a477.sql,hint28,16.212453
11b/d7c11f331c63097f030c24274013b57291bd79e3.sql,hint14,20.749646000000002
2a/2a663.sql,hint25,13.015767
1a/1a2218.sql,hint3,25.625276000000003
9a/ed2fddf4a1c44ca4727904ca5c2fd4e34c577b9e.sql,hint21,2.290044
1a/1a68.sql,hint6,0.8055140000000001
3a/3a1245.sql,hint40,14.047450000000001
2c/2c94.sql,hint16,29.306751
8a/8a480.sql,hint34,213.701289
1a/1a2032.sql,hint39,2.743738
1a/1a2267.sql,hint12,18.988858
7a/7a46.sql,hint15,7.9843720000000005
2a/2a283.sql,hint4,0.612555
3b/0a3d1331b4d94931788eee1a0f4cbf5b01d6a226.sql,hint38,2.858965
6a/6a144.sql,hint23,6.487229
6a/6a487.sql,hint48,102.477281
9b/c7261d80d916ac8c802bb0d203992720a044506a.sql,hint30,11.685834000000002
2a/2a428.sql,hint29,0.794396
5a/5a374.sql,hint11,21.794798
2a/2a529.sql,hint44,21.671148000000002
2a/2a359.sql,no_hint,1.287565
8a/8a172.sql,hint7,4.130756
3b/98a51ed6a775d698a4be6c7c8fd4c73973ca98c2.sql,hint19,1.635081
8a/8a17.sql,hint27,7.034642
1a/1a359.sql,hint42,6.059375
2b/2b192.sql,hint11,0.635227
6a/6a66.sql,hint9,1.1969770000000002
3a/3a657.sql,hint19,0.20866900000000002
3b/446dd3d20ad605bc37f75e92bcd29bd53856a6e9.sql,hint11,1.08599
2c/2c153.sql,hint36,0.381741
2a/2a297.sql,hint29,0.8990589999999999
2a/2a787.sql,hint34,3.559571
1a/1a583.sql,hint20,35.517527
8a/8a498.sql,hint42,6.960714
9b/8c84742f8da42e83b76d8cd2aed5ad18e45b3cce.sql,hint28,26.810292
7a/7a143.sql,hint4,29.664847
1a/1a2873.sql,hint28,74.990789
2b/2b202.sql,hint35,0.9362590000000001
3b/58bfe1a4750945b851e86ce11076781a4d70a24d.sql,hint6,64.397687
6a/6a284.sql,hint10,3.2021550000000003
2c/2c294.sql,hint16,32.344462
8a/8a92.sql,hint46,7.164181999999999
3a/3a62.sql,hint34,27.778898
9b/8509bfc6eeaf22597b00bc4ef7f5bcf8492863f9.sql,hint15,9.003834999999999
2a/2a303.sql,hint25,17.643126
1a/1a1299.sql,hint40,30.458272
9b/6068a6919534c27ad4df95d880b20c07e5d3c68b.sql,hint3,7.469603
2c/2c67.sql,hint15,9.888682000000001
1a/1a1384.sql,hint1,4.261877
2c/2c147.sql,hint17,22.443454000000003
10a/408f3f94c386672c03af6b01705edab10554bba2.sql,hint20,6.191385
9b/0e124d4185d9cfd58176f4c3421988a68fa9ea02.sql,hint9,4.518212999999999
8a/8a359.sql,hint33,3.3154749999999997
2a/2a682.sql,hint46,35.561465
2a/2a455.sql,hint45,0.089195
2b/2b87.sql,hint47,51.418333
11b/fcb7a4ba993cb02d53b88947e9b9d73964dce26a.sql,hint5,4.973634
2c/2c104.sql,hint48,0.333745
1a/1a2825.sql,hint27,13.754153
3a/3a1245.sql,hint17,8.285013999999999
1a/1a2538.sql,hint46,1.339722
8a/8a97.sql,hint22,7.31548
11b/3d7b00734e88e8d9ee8a09c214d409549aa76059.sql,hint15,29.104944
2a/2a714.sql,hint18,0.975853
9a/17d48bffc900586dd1329991f2c940ca7fe6ce9f.sql,hint9,6.102592
2a/2a552.sql,hint46,0.350644
10a/2229934bd31f52ee7b0a6f50d83eb0c8b4e96220.sql,hint12,11.038865
3b/7f7887ac46d7f09d5e9022010ce845ab16034733.sql,hint32,1.873501
2a/2a303.sql,hint1,2.411743
2a/2a786.sql,hint18,79.498754
7a/7a136.sql,hint22,349.620321
9a/ba300ec32a7710fabeb02c9131de475f3b41d407.sql,hint30,82.335497
8a/8a66.sql,hint5,5.724572
6a/6a48.sql,hint37,14.988659
11a/5350b2c7847cab277759b025484983e25457eb2a.sql,hint17,17.588473
2b/2b118.sql,hint20,154.651913
11a/1d77c8e85f0c907433b041eff92fb0c9fe6be345.sql,hint24,18.874594000000002
2a/2a229.sql,hint48,46.785858
2b/2b430.sql,hint48,5.359459
9a/d6108f5c36a1071e583d57c69b2d883d90462f0f.sql,hint39,119.377736
2c/2c184.sql,hint6,0.851087
7a/7a9.sql,hint6,385.141278
2b/2b163.sql,hint13,0.17585699999999999
2a/2a392.sql,hint12,18.710968
8a/8a205.sql,hint30,3.802844
2a/2a455.sql,hint34,1.053766
9a/ed2fddf4a1c44ca4727904ca5c2fd4e34c577b9e.sql,hint6,2.279481
2b/2b318.sql,hint48,4.249012
1a/1a2794.sql,hint5,31.775929
2c/2c43.sql,hint4,1.5469970000000002
2b/2b118.sql,hint4,9.843665999999999
11a/501e090a0c6978782e28e2d567c189e631eb8cc2.sql,hint34,2.687243
1a/1a1126.sql,hint43,49.631085
9a/35cf443448eb4c287e36ca7874b8c95ae1fa6887.sql,hint11,8.529971
2c/2c162.sql,hint5,19.745485000000002
9a/bac7a8e2bf108c900b03c8c0f53b734888919c2a.sql,hint21,1.955925
1a/1a2114.sql,hint11,2.317924
2b/2b12.sql,hint32,0.208451
3b/161ab70d95ef11a5d166d127afc77db08e22376e.sql,hint32,3.962577
1a/1a2771.sql,hint20,42.051592
9a/e92ca6b2ef16f8e871bdd282504ec94dfad71166.sql,hint37,20.264524
2b/2b330.sql,hint7,0.743321
7a/7a53.sql,hint44,91.104864
1a/1a2667.sql,hint11,0.448589
1a/1a2511.sql,hint38,0.7605850000000001
1a/1a1465.sql,hint33,0.5822240000000001
8a/8a35.sql,no_hint,5.005321
2a/2a576.sql,hint16,43.120968999999995
8a/8a92.sql,hint48,163.64597
9b/603fd86c90e9ded6ee552d9c5c8dde602611283a.sql,hint1,1.0999780000000001
8a/8a451.sql,hint40,14.385495
7a/7a38.sql,hint38,1.299865
6a/6a65.sql,hint31,11.809235000000001
8a/8a36.sql,no_hint,3.548639
8a/8a9.sql,hint38,0.7421319999999999
8a/8a82.sql,hint48,0.6805599999999999
2a/2a124.sql,hint23,78.438636
7a/7a143.sql,hint47,31.558342
2b/2b19.sql,hint43,42.158438000000004
11b/35cc2ddf2fab157d9d4c044f8bc4fcf5ba51280a.sql,hint11,50.798807999999994
9a/10f5e2ce79cae8e5ce3885b27bdd921aedde9ce5.sql,hint43,40.072951
2b/2b224.sql,hint36,1.5306659999999999
2c/2c229.sql,hint17,30.33816
2b/2b229.sql,hint39,2.208476
9a/737149e1d1c4b2b32ca7b2df42f8a4aec2f76b16.sql,hint23,12.311388999999998
8a/8a415.sql,hint40,15.771254
2b/2b472.sql,hint30,0.138547
11a/393c5aa37c530078ed42f2867c4f0891d2d51db7.sql,hint26,5.8998990000000004
1a/1a2161.sql,hint16,30.348418000000002
11a/9fa3316d5cf23509d3d15f239590ff9d59aa2406.sql,hint46,4.159282
3a/3a780.sql,hint19,0.455898
11a/7096eaf5ca1b9e384a1185574f18bede33d166d4.sql,hint8,6.788266999999999
2a/2a494.sql,hint2,33.901863
11a/70380508a8fab6c8e464d3c9fe073151557f7e2a.sql,hint10,2.795019
3b/98a51ed6a775d698a4be6c7c8fd4c73973ca98c2.sql,hint34,7.012042
11a/7096eaf5ca1b9e384a1185574f18bede33d166d4.sql,hint37,27.053511
5a/5a686.sql,hint46,1.2898640000000001
6a/6a254.sql,hint27,22.442856
2a/2a840.sql,hint44,50.330873
9b/e8c1806d3f6d16369058ed9c40cc6b4e2e56676e.sql,hint6,8.206498999999999
1a/1a1342.sql,hint14,0.166214
2a/2a18.sql,hint17,48.329544999999996
1a/1a2568.sql,hint7,1.302712
11b/0ff2f10d7bd3624a4063363ef5323545c7141484.sql,hint32,50.770208
1a/1a1819.sql,hint46,0.4583
8a/8a340.sql,hint7,4.747947
1a/1a200.sql,hint9,29.756239
7a/7a56.sql,hint12,21.111312
2b/2b12.sql,hint36,0.137692
3b/9cd0e3cea1ec39ebce6a1f2d870d7ec785ee9068.sql,hint26,4.115574
11b/3d55af3b81e80bfbd43908dd09679e81dc3ea020.sql,hint4,343.608823
1a/1a1018.sql,hint9,6.599438
6a/6a376.sql,hint13,8.132528
2b/2b56.sql,hint2,28.802019
3b/aa287a105d7a6629a6dc5aacf6e9a3f91e8465f2.sql,hint44,1.277936
2c/2c187.sql,hint38,2.0534
2a/2a164.sql,hint19,0.856111
6a/6a478.sql,hint25,4.360752000000001
3b/038d434d9b927f7c25ee98aaffe9c26eb4c32d77.sql,hint10,1.860287
2c/2c148.sql,hint18,0.763158
4a/4a279.sql,hint46,0.726299
2c/2c211.sql,hint22,0.282608
2b/2b129.sql,hint13,0.260976
1a/1a1874.sql,hint31,61.074249
2a/2a162.sql,hint28,36.194324
11a/624871f661498760744fe0d019401a643da42c26.sql,hint45,13.133556
2a/2a303.sql,hint28,30.364292000000003
1a/1a2927.sql,hint19,0.562965
1a/1a2954.sql,hint19,1.058781
2b/2b187.sql,hint10,1.3722729999999999
11b/88bc9f98967a3d6486a9c1a1f179d82d42ea23d4.sql,hint7,0.603804
2a/2a519.sql,hint38,1.054697
2c/2c173.sql,hint30,0.327443
9b/8aff6700f86da4c2f07ea12df2d167e8edeb22af.sql,hint38,0.914947
2b/2b198.sql,hint31,75.832652
5a/5a772.sql,hint47,9.757375
8a/8a510.sql,hint6,1.785117
9b/ad72977100ae15380dd08cbc75d124cf9cf7539f.sql,hint44,0.432485
7a/7a94.sql,hint40,21.638326
11b/7b7084ac45fa07c2cfdd9510cf13781fb1b29bf3.sql,hint7,154.384904
11b/c2f25fa0ad09ff212f26c6cfc399a83759c5f8ac.sql,hint17,9.357925
2a/2a226.sql,hint19,0.700106
6a/6a280.sql,hint23,7.543776
2a/2a166.sql,hint3,41.014362999999996
9a/44778569c80db0c351f48486b058054fdaf6b508.sql,hint16,19.704057000000002
2a/2a126.sql,hint33,4.794455
1a/1a2762.sql,hint41,0.207739
9b/82a647374f29d67bc271d0beca63e7fcffbf6444.sql,hint43,12.903672
2a/2a615.sql,hint16,41.435403
2b/2b172.sql,hint14,0.748725
11b/6756d19799c370c78a4a36886e99c95dc67d53f7.sql,hint32,7.614618
9a/f9e346b6da94c77330c5b05ad4f047ef3178f0cc.sql,hint26,13.442308
3a/3a1296.sql,hint7,0.613111
11b/f58cf5c555a8b24e7df25ffb9257e7d18024c31a.sql,hint14,21.268333
3a/3a1190.sql,hint10,3.593188
5a/5a638.sql,hint31,22.25934
2b/2b182.sql,hint27,15.080318
1a/1a2546.sql,hint20,33.943446
6a/6a247.sql,hint11,8.816296
6a/6a336.sql,hint40,17.025138
9a/a10e71d29f5afb930e8af4ed5d91ab2af88f5125.sql,hint32,18.748787
9b/04a330b62680d93cf1f4d31ae833a8b6c06ba1ea.sql,hint31,23.372913
1a/1a1504.sql,hint4,6.451178
1a/1a2599.sql,hint47,52.059540999999996
1a/1a363.sql,hint10,2.381378
2a/2a838.sql,hint22,0.169131
6a/6a393.sql,hint14,4.172576
9b/abd77f916da3311a46e497a036a2e8f55e5cbc74.sql,hint1,7.424736
6a/6a418.sql,hint11,3.8452669999999998
7a/7a68.sql,hint47,40.693792
2a/2a273.sql,hint27,42.859245
1a/1a3.sql,hint24,17.934556
3b/55345ff2d0ecafcbd8f1c00a563daf44e5fc8317.sql,hint20,20.686080999999998
8a/8a110.sql,hint27,25.239549
8a/8a250.sql,hint28,13.401523
9a/a0ab2f6d6bc15fcccf1966b144dfbfdb5bb99528.sql,hint4,2.310744
8a/8a302.sql,hint32,37.052785
2c/2c153.sql,hint35,0.252656
11b/f2ae2856bade4094fe7267f01d8760c3badb7fab.sql,hint24,1.185883
5a/5a94.sql,hint44,5.745729
7a/7a40.sql,hint42,157.609089
11b/2b56995d281fc6e76e6c5f0f80c3d36c06464d73.sql,hint16,29.230117999999997
9b/f0d26b3eaa05bc4a56501495d0bf94913a34cb36.sql,hint41,1.791582
3b/9c60d9007e7f938283b0c548e340384607554ea6.sql,hint30,1.225041
1a/1a956.sql,hint22,2.219975
11b/98888da0ea52df982f161d25a94fe8d6f3bbbcb5.sql,hint15,4.84495
1a/1a2127.sql,hint9,6.164781
8a/8a46.sql,hint1,15.504656
9b/386808c1ceb9e7177a84dd5657d0ba65ebd00b9e.sql,hint47,19.839389999999998
11a/483f9a574652b058198d6924950f4485dffe2e66.sql,hint6,1.926431
2b/2b54.sql,hint32,0.7218680000000001
8a/8a512.sql,hint11,15.443961999999999
11a/4f85ca334570311c02bc551d8b7ddecffb9c949e.sql,hint45,18.973723999999997
9a/7285051fa430e857fd07a3857e0c1d634b35d02a.sql,hint21,2.368728
8a/8a258.sql,hint9,21.262262
1a/1a1789.sql,hint23,24.947305
2c/2c56.sql,hint17,23.352309
1a/1a255.sql,hint35,0.42865
1a/1a2436.sql,hint46,3.175161
8a/8a382.sql,hint27,29.420291000000002
2b/2b267.sql,hint13,1.7016900000000001
3a/3a371.sql,hint27,7.837068
9a/01ea9952ab8c0e3b9171aa3fc4c37e64b5d3cd8c.sql,hint41,2.771254
11a/6b08d0d34f5b9fbfc87c3b9cc87020eabef470e7.sql,hint43,23.053819
8a/8a237.sql,hint6,29.552705999999997
1a/1a2361.sql,hint46,2.963051
10a/89287593fc776a3b61f85d075e3e9e5205e07a4c.sql,hint25,8.172395
1a/1a2784.sql,hint23,27.090908
2b/2b85.sql,hint14,10.935636
9b/9d1c15b67b062748392337cc3a3bfe52f962c88e.sql,hint39,4.2594009999999995
3b/2b22d29b1ae656fa2565d287bace66d24657d080.sql,hint13,4.323536
2b/2b480.sql,hint31,33.96514
5a/5a374.sql,hint25,17.466303
10a/84163cb3e8942d140459775ed4dda56dcceaaef7.sql,hint26,2.041343
3b/4f1ba2a52fa7ab61b1e525c41dd2f5a94c146252.sql,hint40,13.523395
1a/1a1067.sql,hint27,17.732549
2a/2a870.sql,hint21,2.452751
1a/1a1989.sql,hint16,32.351493999999995
2b/2b415.sql,hint40,6551.517193
7a/7a24.sql,hint24,4.097805999999999
11a/8b5a063f84e7f295e3d44c3333053f349461b85d.sql,hint5,15.379897000000001
11b/06b9a890d638fa1e49753ff247e299b0b3d67add.sql,hint48,10.713809999999999
9b/01b69259810bacb9367e6fb4d233e0746df5e0f1.sql,hint7,1.621334
1a/1a649.sql,hint11,3.165452
11b/4d345dc7af6dc84c3b3cbd942acbdbffdb743604.sql,hint48,16.648939
